Year,Max Intensity,Initial Date,Month,Lat,Lon
1995,SCS,21,11,6.2,91.64
1995,SCS,7,11,10.47,92.05
1996,D,7,5,18.72,89.06
1996,CS,12,6,10.71,86.08
1996,SCS,17,6,17.66,69.57
1996,D,26,7,23.78,84.13
1996,D,1,10,14.93,82.14
1996,SCS,22,10,13.92,69.09
1996,D,27,10,14.91,86.15
1996,SCS,28,11,11.18,87.12
1996,SCS,4,11,15.74,88.05
1997,SCS,15,5,5.76,90.6
1997,D,26,6,20.91,89.34
1997,D,29,7,19.65,89.38
1997,D,28,8,19.45,87.15
1997,D,4,8,20.96,89.6
1997,D,20,8,20.38,87.68
1997,SCS,23,9,14.84,82.62
1997,D,10,11,10.2,69.8
1997,CS,4,11,12.42,97.89
1998,SCS,17,5,12.85,88.19
1998,D,28,5,13.43,60.09
1998,D,13,6,17.3,87.76
1998,SCS,4,6,10.5,69.59
1998,D,14,9,23.01,77.6
1998,D,30,9,17.46,65
1998,D,6,10,13.9,70.07
1998,CS,11,10,13.56,68.04
1998,D,13,10,15.05,82.72
1998,D,26,10,11.41,88.68
1998,SCS,19,11,11.85,92.54
1998,SCS,13,11,12.85,87.67
1998,SCS,13,12,10.08,69.13
1999,CS,1,2,8.86,89.88
1999,SCS,16,5,11.87,72.24
1999,D,11,6,23.06,86.08
1999,D,17,6,17.97,86.42
1999,D,27,7,21,89.61
1999,D,6,8,20.53,88.54
1999,SCS,15,10,13.43,92.61
1999,SCS,25,10,12.35,98.12
1999,D,8,12,10.48,88.3
2000,CS,27,3,7.6,90
2000,D,23,8,16.38,83.46
2000,D,1,9,23.63,86.79
2000,D,15,10,14.47,88.5
2000,CS,25,10,13.49,93.15
2000,SCS,26,11,8.42,91.75
2000,SCS,23,12,7.84,86.08
2001,SCS,21,5,13.46,68.86
2001,D,12,6,20.12,87.02
2001,CS,24,9,17.04,69.44
2001,CS,8,10,18.29,70.95
2001,CS,14,10,13.52,83.93
2001,D,11,11,15.99,82.45
2002,CS,6,5,11.26,66.92
2002,D,11,5,12.8,96.22
2002,D,22,10,13.57,81.73
2002,SCS,10,11,12.17,82.68
2002,CS,23,11,10.35,87.14
2002,CS,21,12,5,77.07
2003,SCS,10,5,6.47,90.82
2003,D,25,7,20.79,89.26
2003,D,27,8,20.18,89.66
2003,D,6,10,16.43,84.44
2003,D,26,10,13.1,94.44
2003,SCS,12,11,6.96,61.85
2003,SCS,11,12,5.32,90.74
2004,SCS,5,5,11.43,73.75
2004,SCS,16,5,17.14,91.45
2004,D,10,6,17.44,67.62
2004,D,11,6,15.62,90
2004,D,12,9,22.72,88.48
2004,SCS,30,9,15.84,69.04
2004,D,2,10,11.57,87.03
2004,D,7,10,22.72,86.96
2004,D,2,11,11.83,67.21
2004,SCS,29,11,5,62.82
2005,CS,13,1,5.35,88.96
2005,D,21,6,21.22,69.03
2005,D,27,6,22.01,88.2
2005,D,29,7,21.71,87.79
2005,D,12,9,19.8,88.57
2005,D,14,9,19.62,69.15
2005,CS,17,9,19.54,91.13
2005,D,26,10,10.89,85.47
2005,CS,28,11,10.41,91.66
2005,D,20,11,7.72,85.74
2005,D,15,12,7.7,88.3
2005,CS,6,12,10.41,91.2
2006,D,13,1,5.02,79
2006,SCS,25,4,9.54,91.42
2006,D,2,7,20.62,89.86
2006,D,2,8,20.6,88.57
2006,D,12,8,21,88.76
2006,D,16,8,20.53,89.06
2006,D,29,8,20.6,88.69
2006,D,3,9,20.3,88.37
2006,D,21,9,22.6,87.45
2006,SCS,21,9,18.08,66.23
2006,D,28,9,17.67,89.62
2006,CS,29,10,13.57,80.77
2007,D,3,5,13,92.6
2007,CS,13,5,14.07,90.6
2007,SCS,1,6,14.8,69.25
2007,D,21,6,15.26,86.76
2007,CS,25,6,22.96,68.01
2007,D,28,6,18.07,87.4
2007,D,4,7,21.5,89.5
2007,D,5,8,20,89.8
2007,D,21,9,17.1,86.47
2007,D,27,10,11.57,86.73
2007,D,27,10,9.44,66.5
2007,SCS,11,11,9.25,92.4
2008,SCS,27,4,11.93,87.91
2008,D,5,6,14.61,65.97
2008,D,16,6,21.03,90.72
2008,D,9,8,18.92,86.17
2008,D,15,9,18.92,89.43
2008,D,19,10,8.53,60.71
2008,CS,25,10,15.02,86.17
2008,CS,13,11,10.92,85.93
2008,CS,25,11,7.42,80.91
2008,D,4,12,5.92,90.65
2009,D,5,5,20.5,88
2009,CS,9,9,11,72
2009,CS,10,10,6.5,85
2010,SCS,4,4,7.25,92.5
2010,D,7,7,16,84.25
2010,D,7,7,13.5,82.5
2011,D,2,2,6,82.2
2011,D,6,6,10,66.3
2011,D,11,11,19.5,71.8
2012,D,10,10,20.5,91
2013,SCS,6,6,10,84
2013,SCS,8,8,12,96
2013,D,8,8,8,56.5
2013,CS,10,10,5,92
2014,D,3,3,21.5,88.5
2014,D,4,4,8.5,83.5
2014,D,5,5,13,87.5
2014,SCS,7,7,11.5,95
2014,CS,10,10,15.5,68.5
2015,D,4,4,22.7,80.5
2015,SCS,5,5,14.1,66
2015,CS,7,7,14.5,68.5
2015,D,8,8,10.7,83.7
2015,D,9,9,14,70.3
2015,D,10,10,23.1,85.1
2016,D,2,2,12.7,88
2016,D,6,6,24.8,81.5
2016,SCS,6,6,8.5,91
2016,D,9,9,22,88.5
2017,D,6,6,8.5,88.5
2017,D,9,9,22.4,88.4
2017,D,11,11,20.5,89.5
2018,D,6,6,21.8,88
2018,SCS,6,6,11.2,67
2018,SCS,8,8,14,88.8
2018,SCS,10,10,11.7,92.5
2019,CS,2,2,5.7,56.6
2019,D,3,3,12.7,71
2019,CS,4,4,8.5,99.7
2019,SCS,5,5,13.1,91.5
2019,D,6,6,20.5,88
2019,D,8,8,9.4,62.2
2019,SCS,10,10,11.7,71
2020,SCS,1,1,13,71.4
2020,D,11,11,15.3,86.5
2021,CS,2,2,11,89
2021,D,2,2,11,96.3
2021,D,7,7,14,67.5
2021,D,10,10,10.6,83.4
2021,D,12,12,20.3,87.4
2022,D,3,3,5.3,84
2022,SCS,6,6,8.2,88.2
2022,SCS,7,7,9.4,91.3
2022,D,9,9,20.8,85.6
2022,D,11,11,19.5,84.7
2022,D,12,12,22.5,66.5
2023,D,1,1,20.5,91.5
2023,SCS,1,1,9.1,86.4
2023,SCS,6,6,11.3,66
2023,SCS,9,9,8.3,89.5
